NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC,...58,...59
Alnus serrulata,BETULACEAE,ALSE2,21-Sep-15,NCBG-292,292,NCBG,NA,"Heraty, M., Dakar, J.",US,65,Southeastern Plains (Omernik),Virginia,Westmoreland,Voorhees Nature Preserve,Bridge over Owl Hollow Creek,"From I-95 N, take exit 104, continue on VA-207 E, take US-301 N and VA-3 E to Berry Farm Lane in Washington: from VA-3 E turn right onto Claymont Rd., then right onto state Rte. 637, then right onto Berry Farm Lane, park at farm store and walk to trailhead.","38∞8' 54"" N","77∞2' 56.9"" W",38.14833,-77.04913,GPS,WGS84,5,FT,VA TNC,Ilex opaca:Sagittaria latifolia:Hibiscus moscheutos:Polygonum arifolium:Polygonum sagittatum:Toxicodendron radicans,NA,Swamp,0-2,NA,Swamp,Conservation and recreation,"Coarse loamy, Siliceous, Active, Acid Thermic Typic Fluvaquents","Sand, Other : Loam",50 plants sampled,300,4,P,"Fruit narrowly winged, pistillate catkins pedunculate and spaced out, leaves obtuse to short-acuminate at tip.",NA,M. Heraty - NCBG:In Field:21 SEP 2015,"2:21 SEP 2015:US, NCU",NA,NA,NA,NA,NA,MH-20,WEB,10-Jun,10 YR 4/3,14-Sep-16,ALNUS,serrulata,2015,NA,NA,NA
Typha latifolia,TYPHACEAE,TYLA,4-Oct-16,NCBG-579,579,NCBG,NA,"Dakar, J., Faucette, A.",US,65,Southeastern Plains (Omernik),Maryland,Charles,Smallwood State Park,Sweden Point Rd,"From Marbury, MD, head sw on MD-224 S for 1.7 miles. turn right onto Sweden Point Rd. Population on other side of creek","38∞33' 21.6"" N","77∞11' 05.3"" W",38.556,-77.1848,GPS,WGS84,5,FT,MD DNR,Sparganium americanum:Polygonum sagittatum:Salix nigra:Cephalanthus occidentalis:Saururus cernuus:Alnus serrulata,NA,Estuarine Marsh,0-2,NA,Piedmont Red Maple/ Lizard's Tail Swamp,Conservation/Recreation,"Coarse-Loamy, Mixed, Acitve, Nonacid, Mesic, Fluvaquentic Endoaquents",Other : Loam,50 plants sampled,1000+,1,NA,NA,NA,A. Faucette-NCBG:In Field:04 OCT 2016,"2:04 OCT 2016:NCU, US",NA,NA,NA,NA,1,ALF-551,WEB,6+,10 YR 3/3,12-Dec-16,TYPHA,latifolia,2016,NA,NA,NA
Schizachyrium scoparium,POACEAE,SCSC,4-Oct-16,NCBG-580,580,NCBG,NA,"Flood, M., Walker, S.",US,65,Southeastern Plains (Omernik),Maryland,Cecil,Elk Neck State Park,Fields at Turkey Point Lighthouse Trail,"From Northeast, MD, head south on MD 272, once road ends continue onto Turkey Point Lighthouse Trail for approx 1 mile. Population in fields on left and right.","39∞27' 09.7"" N","76∞00 27.1"" W",39.45269,-76.00752,GPS,NAD83,77,FT,MD DNR,Asclepias syriaca:Panicum anceps:Tridens flavus:Pycnanthemum tenuifolium:Rosa sp.:Rubus sp.:Liquidambar styraciflua,Mowed,Grassland/Field,0-2,NA,Serpentine Little Bluestem-Prairie Dropseed Grassland,Conservation/Recreation,"Fine-Loamy, Mixed, Semiactive, Mesic Typic Fragiudults","Silt, Other : Loam",300 plants sampled,2000+,2,P,NA,NA,S. Walker-NCBG:In Field:04 OCT 2016,"2:04 OCT 2016:NCU, US",NA,NA,NA,NA,1,SW-22,WEB,3-Feb,10 YR 4/2,12-Dec-16,SCHIZACHYRIUM,scoparium,2016,NA,NA,NA
Agalinis maritima,SCROPHULARIACEAE,AGMA3,5-Oct-17,NEWFS-759,759,NEWFS,NA,"Tokarz, E.; Kang, K.; Estevez, C.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Cottrell Marsh,Marsh beside railroad tracks,"From Boston, take 95S and take exit 91 onto CT-234W. Turn left onto Main St. Turn right onto US-1/Stonington Rd. Turn left onto Latimer Point Rd. Marsh is across from railroad tracks.","41∞20' 29"" N","71∞56' 59.7"" W",41.34138,-71.94991,GPS,NAD83,3,FT,Avalonia Land Conservancy,Iva frutescens:Spartina alterniflora:Spartina patens:Distichlis spicata:Symphyotrichum tenuifolium:Phragmites australis,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, pegmatite",Silt,1361,5000+,2,P,"˚flower can range from purple/blue, red/pink, or white. flower is bilaterally symmetrical with 5 petals and sometimes are found on axillary branches; leaves entire and opposite, fruit is a capsule that splits when ripe filled with tiny black seeds˚",NA,M. Piantedosi - NEWFS:In Field:05 OCT 2017,2:05 OCT 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,128,WEB,<1,"7.5 YR 3/2 ""Black""",13-Dec-17,AGALINIS,maritima,2017,NA,NA,NA
Schoenoplectus americanus,CYPERACEAE,SCAM6,5-Oct-17,NEWFS-760,760,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Cottrell Marsh,Marsh beside railroad tracks,"From Boston, take 95S and take exit 91 onto CT-234W. Turn left onto Main St. Turn right onto US-1/Stonington Rd. Turn left onto Latimer Point Rd. Marsh is across from railroad tracks.","41∞20' 29"" N","71∞56' 59.7"" W",41.34138,-71.94991,GPS,NAD83,3,FT,Avalonia Land Conservancy,Iva frutescens:Spartina alterniflora:Spartina alterniflora:Spartina patens:Distichlis spicata:Symphyotrichum tenuifolium:Panicum virgatum:Toxicodendron radicans,Flooded,Salt marsh,NA,NA,Salt marsh,Conservation/recreation,"Granite, pegmatite","Clay, Sand",317 plants sampled,400+,1,P,long single dark green stem with 2 to 3 small brown cones˚,NA,M. Piantedosi - NEWFS:In Field:05 OCT 2017,2:05 OCT 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,129,WEB,3-Feb,"7.5 YR 3/2 ""black""",19-Dec-17,SCHOENOPLECTUS,americanus,2017,NA,NA,NA
Typha latifolia,TYPHACEAE,TYLA,28-Sep-16,NCBG-552,552,NCBG,NA,"Dakar, J., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Currituck,Mackay Island NWR,Visitor Center Entrance Rd,"From Pungo, VA, head S on Princess Anne Rd for 13.4 miles. Continue onto NC-615 S for 6.2 miles. Turn right onto Visitor Center Entrance Rd. Population 0.3 miles on right.","36∞32' 8.6"" N","75∞59' 36.6"" W",36.53572,-75.9935,GPS,WGS84,1,FT,USFWS,Sagittaria latifolia:Baccharis halimifolia:Solidago sempervirens:Boehmeria cylindrica:Leersia oryzoides:Paspalum urvillei:Panicum virgatum:Acer rubrum,NA,Roadside,0-2,NA,Eastern cattail marsh,Conservation and Recreation,"Fine, mixed, semiactive, thermic typic endoaquults",Other : Loam,50 plants sampled,2000,2,P,NA,NA,J. Dakar - NCBG:In Field:28 SEP 2016,"2:28 SEP 2016:NCU, US",NA,NA,NA,NA,1,ALF-542,WEB,6+,10 YR 4/2,13-Dec-16,TYPHA,latifolia,2016,NA,NA,NA
Smilax laurifolia,SMILACACEAE,SMLA,8-Oct-15,NCBG-334,334,NCBG,NA,"HERATY, M., DAKAR, J.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,NA,GREAT DISMAL SWAMP NWR,JERICHO DITCH TRAIL,"FROM REFUGE OFFICE, CONTINUE N ON RTE 604, TAKE RIGHT ONTO RTE 642. RIGHT ONTO JERICHO LANE ROAD. PARK AT GATE AND WALK ALONG JERICHO DITCH TRAIL. POPULATION ALONG TRAIL SIDES.","36∞42' 39.9"" N","76∞31' 24.3"" W",36.71108,-76.52341,GPS,WGS84,5,FT,USFWS,Ilex opaca:Itea virginica:Clethra alnifolia:Smilax rotundifolia:Platanus occidentalis,NA,FOREST,0-2,NA,FOREST ALONG MANMADE DRAINAGE DITCH,CONSERVATION,"LOAMY, MIXED, DYSIC, THERMIC TERRIC HAPLOSAPRISTS",Other : MUCK,50 plants sampled,300,2,P,"PROMINENT MIDRIB ABAXIALLY, FEW LARGE PRICKLES ON PRIMARY STEMS",NA,M. HERATY - NCBG:In Field:08 OCT 2015,"2:08 OCT 2015:NCU, US",NA,NA,NA,NA,NA,MH-30,WEB,15-20,5 YR 2.5/1,10-Sep-16,SMILAX,laurifolia,2015,NA,NA,NA
Carex lurida,CYPERACEAE,CALU5,17-Aug-17,NEWFS-683,683,NEWFS,NA,"Cecil, A.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Great Bay NWR,pond along forest trail,On 95N take exit 3 and turn left onto NH 33; turn right onto Portsmouth Ave; turn right onto Emery Ln; turn left onto Merrimack Drive. Park and walk across the road to the trail circling the fence. The pond on the right contains most of the population.,"43∞05' 24.14"" N","70∞51' 01.37"" W",43.09003,-70.85038,GPS,WGS84,13,FT,USFWS,Carex comosa:Sparganium americanum:Sparganium americanum:Sparganium emersum:Eleocharis obtusa,Flooded,freshwater wetland,0,NA,freshwater wetland,conservation; recreation,"migmatite, phyllite, diorite, gabbro","Clay, Silt",121 plants sampled,300+,>1,P,"perigynium beak divided at the top into two teeth, achenes with persistent style, leaf sheath smooth",NA,M. Piantedosi - NEWFS:In Field:17 AUG 2017,2:17 AUG 2017:Smithsonian:New England Wild Flower Society,NA,NA,NA,NA,1,52,WEB,>1,"5Y 3/2 ""dark olive grey""",7-Dec-17,CAREX,lurida,2017,NA,NA,NA
Distichlis spicata,POACEAE,DISP,10-Oct-17,NCBG-741,741,NCBG,NA,"Dakar, J., Faucette, A., Healy, C.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Northampton,Brownsvill Preserve,Brownsville Rd Fork,"From Visitor's Center, turn right onto Brownsville Rd, make 1st right, population on left.","37∞28' 09.5"" N","75∞49' 59.9"" W",37.4693,-75.8333,GPS,NAD83,1,FT,VA TNC,Fimbristylis castanea:Symphyotrichum tenuifolium:Juniperus virginiana:Iva frutescens:Baccharis halimifolia:Salicornia depressa:Spartina patens,NA,Marsh,0-2,NA,Salt Marsh,Conservation,"Coarse-Loamy, Mixed, Superactive, Thermic Typic Natraqualfs",Other : Sandy Loam,250 plants sampled,5000+,2,P,NA,NA,A. Faucette-NCBG:In Field:10 OCT 2017,"2:10 OCT 2017:NCU, US",NA,NA,NA,NA,1,CH-31,WEB,2-Jan,10 YR 4/2,7-Dec-17,DISTICHLIS,spicata,2017,NA,NA,NA
Elymus virginicus,POACEAE,ELVI3,15-Oct-15,MARSB-267,267,MARSB,NA,"Feinberg, L.",US,59,Northeastern Coastal Zone (Omernik),New York,Suffolk,Sunken Meadow State Park,Marsh,"In Sunken Meadow State Park, turn right after the bridge and park in the second lot. Take the trail in the SE corner of the lot. The population is along the edge of the sandy path and forest.","40∞54' 31.2"" N","73∞14' 25.9"" W",40.90866,-73.24052,GPS,NAD83,-1,FT,NYSOPRHP,Prunus serotina:Juniperus virginiana:Quercus velutina:Quercus prinus:Toxicodendron radicans:Parthenocissus quinquefolia:Deschampsia flexuosa:Ammophila breviligulata:Solidago sempervirens:Oenothera biennis:Spartina patens,Flooded,Back dune forest/marsh,NA,NA,North atlantic coastal beach & Northeastern oak-hickory woodland,Conservation/recreation,Dune land,Sand,175 +,300 +,50,P,NA,NA,::,"2:16 OCT 2015:MARSB, Smithsonian:",NA,NA,NA,NA,NA,10205,WEB,1 - 2.5,2.5 Y 8/3,2-Aug-16,ELYMUS,virginicus,2015,NA,NA,NA
Ilex opaca,AQUIFOLIACEAE,ILOP,11-Nov-15,NCBG-425,425,NCBG,NA,"Maynard, L., Driskill, E.",US,63,Middle Atlantic Coastal Plains (Omernik),Maryland,Dorchester,Robinson Neck,Nature Trail,"From MD-16W, make a slight left onto Robinson Neck Rd. In about 2.7 miles, park where the nature trail starts off on the left as an old loggin road with a gate across it. Walk down the trail to the east. Seed collected along the trail and on the forest edge to the north of where the trail ends at the salt marsh.","38∞26' 30.5"" N","76∞15' 45.6"" W",38.4418,-76.26266,GPS,WGS84,10,FT,NA,Pinus taeda:Iva frutescens:Chasmanthium laxum:Distichlis spicata,NA,Forest edge,0 - 2,NA,Pine forest/salt marsh interface,Conservation/Recreation,"Fine-silty, mixed, active, Mesic Typic Endoaquults",Other : peat,70 plants sampled,500,30,P,NA,NA,E. Driskill - NCBG:In Field:11 NOV 2015,2:11 NOV 2015:Smithsonian:North Carolina University,NA,NA,NA,NA,NA,ED-59,WEB,15 - 40,5YR 2.5/2,21-Sep-16,ILEX,opaca,2015,NA,NA,NA
Hibiscus moscheutos,MALVACEAE,HIMO,10-Sep-15,NEWFS-317,317,NEWFS,NA,"Levitsky, Lucas",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,Long Pasture,along coast,"from ma-3 south, continue onto US6 east to exit 7 willow st.. Turn left on Main st., continue for 1.1 miles. Then turn right onto Stoney Pt. Rd; destination will be on right. follow trail down stairs to beach, pop. will be on the right","41∞42' 36.1"" N","70∞16' 34.1"" W",41.71002,-70.27613,GPS,NAD83,34,FT,Mass audubon,Juncus gerardii:Bolboschoenus maritimus:Spartina alterniflora:Spartina patens:Distichlis spicata:Iva frutescens:Iva frutescens:Toxicodendron radicans:Phragmites australis,Flooded,upland salt marsh,0,NA,upland salt marsh,"birdwatching, hiking",granite-schist-gneiss,Sand,400 plants sampled,1200,1,P,"large pink pentamerous flower leaf with toothed margin, very dehiscing capsules, black seeds, fleshy",NA,"James Lucas, Josh Levitsky:In Field:10 SEP 2015","2:10 SEP 2015:smithsonian, newfs",NA,NA,NA,NA,NA,63,WEB,5-Apr,sand 10 Yr 8/1,9-Nov-16,HIBISCUS,moscheutos,2015,NA,NA,NA
Schizachyrium scoparium,POACEAE,SCSC,6-Oct-16,NCBG-597,597,NCBG,NA,"Faucette, A.",US,65,Southeastern Plains (Omernik),Virginia,Lancaster,Belle Isle State Park,Watch House Loop,"From River Rd, turn right onto Belle Isle Rd, after 1.6 miles turn right on Creek Landing Rd, then left on Watch House Trail. Population is 0.6 miles on the right.","37∞46' 25.2"" N","76∞35' 53.9"" W",37.77366,-76.5983,GPS,NAD83,4,FT,VA DNR,Panicum virgatum:Sorghastrum nutans:Chamaecrista fasciculata:Baccharis halimifolia:Pinus taeda:Commelina communis:Paspalum sp.,NA,Wet Meadow,0-2,NA,Wet Meadow,Conservation/Recreation,"Fine-loamy, Siliceous, Semiactive, Mesic Typic Hapludults",Other : Loam,56 plants sampled,500,3,P,NA,NA,A. Faucette-NCBG:In Field:06 OCT 2016,"2:06 OCT 2016:NCU, US",NA,NA,NA,NA,1,ALF-558,WEB,5,10 YR 5/3,13-Dec-16,SCHIZACHYRIUM,scoparium,2016,NA,NA,NA
Clethra alnifolia,CLETHRACEAE,CLAL3,3-Nov-17,NEWFS-872,872,NEWFS,NA,"Cecil, A.; Kang, K.; Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Plymouth,Hoyt-Hall Preserve,Main loop trail,"From Boston take 93S to MA-3 S. Get off at Exit 11 and follow MA-14E , pass the traffic circle and slight left onto MA-139 W. Parking will be on the left. Follow the dike trail to the forest. Population is scattered along the trail, especially near water and along the dike.","42∞04' 03.2"" N","70∞41' 00.4"" W",42.06755,-70.68344,GPS,NAD83,16,FT,Wildlands Trust,:Betula populifolia:Betula populifolia:Juncus effusus:Typha sp.,NA,Woodlands/riparian,NA,NA,Woodlands/riparian,Conservation/recreation/residential,Granite,"Clay, Silt",103 plants sampled,150,2,P,"˚inflorescence erect out of leaves arranged like a candle holder, fruits aligned in whorled parallel lines on inflorescence˚",NA,M. Piantedosi - NEWFS:In Field:03 NOV 2017,2:03 NOV 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,241,WEB,7-Mar,"10 YR 3/2 ""very dark brown""",15-Dec-17,CLETHRA,alnifolia,2017,NA,NA,NA
Fimbristylis annua,CYPERACEAE,FIAN,29-Sep-16,NCBG-555,555,NCBG,NA,"Dakar, J., Faucette, A.",US,63,Middle Atlantic Coastal Plains (Omernik),North Carolina,Dare,Alligator River NWR,Mashoes Rd,"From Manteo, NC take US-64 W 7.2 miles. Turn right onto Mashoes Rd. In 1.1 miles, population is on right.","35∞54' 58.5"" N","75∞47' 16.8"" W",35.91625,-75.788,GPS,NAD83,3,FT,USFWS,Scirpus cyperinus:Panicum virgatum:Agalinis purpurea:Andropogon virginicus:Pinus serotina:Sagittaria lancifolia ssp. media:Morella cerifera,NA,Wet meadow,0-2,NA,Woolgrass wet meadow,Conservation and Recreation,"Fine-loamy over sandy or sandy-skeletal, siliceous, semiactive, thermic typic umbraquults",Other : Sandy loam,50 plants sampled,1000+,1,P,NA,NA,A. Faucette - NCBG:In Field:29 SEP 2016,"2:29 SEP 2016:NCU, US",NA,NA,NA,NA,1,ALF-544,WEB,6,10 YR 2/1,13-Dec-16,FIMBRISTYLIS,annua,2016,NA,NA,NA
Eutrochium dubium,ASTERACEAE,EUDU6,4-Oct-17,NEWFS-756,756,NEWFS,NA,"Tokarz, E.",US,59,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,Great Swamp WMA,"Great Neck Rd., adjacent to wetlands, power line cut","From Boston: Take 93S to 95S to RI-4S. Take exit 5B to RI-103N. Turn left onto RI-2S. Turn left onto RI-130E. Turn left onto Watson Rd. Turn left onto Liberty Ln. Park and walk down trail at end of Great Neck Rd. Population under southern power lines, over a km in.","41∞28' 0.4"" N","71∞34' 59.9"" W",41.46677,-71.5833,GPS,NAD83,96,FT,USFWS,Schizachyrium scoparium:Toxicodendron radicans:Ilex glabra:Pycnanthemum muticum:Lespedeza capitata,Mowed,Meadow,NA,NA,Meadow,Conservation/recreation,Augen gneiss,"Clay, Silt",92 plants sampled,150+,1,P,˚leaves in whorls of 3-4 up the stem˚,NA,M. Piantedosi - NEWFS:In Field:04 OCT 2017,2:04 OCT 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,125,WEB,5-Mar,"7.5 YR 3/2 ""black""",13-Dec-17,EUTROCHIUM,dubium,2017,NA,NA,NA
Schizachyrium littorale,POACEAE,SCLI11,4-Nov-16,NCBG-664,664,NCBG,NA,"Flood, M.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Virginia Beach,First Landing State Park,Chesapeake Bay Beach,"From visitor center, walk to beach. Population along dunes.","36∞55' 16.2"" N","76∞2' 58.7"" W",36.92116,-76.04963,GPS,NAD83,12,FT,VA DCR,Ammophila breviligulata:Panicum amarum:Cenchrus tribuloides:Uniola paniculata:Strophostyles helvola,NA,Dune,0-10,"N, SE, S, NW",Beachgrass-panicgrass dune grassland,Conservation and Recreation,Psamments,Sand,68 plants sampled,10000+,3,P,NA,NA,J. Dakar - NCBG:In Field:04 NOV 2016,"2:04 NOV 2016:NCU, US",NA,NA,NA,NA,1,MF-70,WEB,3,10 YR 5/2,14-Dec-16,SCHIZACHYRIUM,littorale,2016,NA,NA,NA
Juncus effusus,JUNCACEAE,JUEF,18-Aug-12,NEWFS-359,359,NEWFS,NA,"Rogers, J., Karlsson, K., Heilmann, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"Bellamy River WMA, Dover",Waterfowl impoundment area,"From Boston, take 93N to from 95N. Take exit 4 in NH for NH16-N/4W. Take exit 6W for US-4W. Turn right onto Back River Road, turn right onto Rabbit Rd. Turn right onto Old Garrison Road. Follow paths through field to the Waterfowl Impoundment Area.","43∞08' 55"" N","70∞51' 34"" W",43.14861,-70.85944,GPS,NAD83,15,FT,USFWS,Sambucus sp.:Sparganium americanum:Elaeagnus umbellata:Eleocharis sp.,Flooded,freshwater marsh,NA,NA,freshwater marsh,conservation/recreation,"calc-silicate, biotite, phyllonite, phyllite",Clay,100 plants sampled,100,<1,P,NA,NA,::,"2:18 AUG 2016:Smithsonian, NEWFS",NA,NA,NA,NA,NA,NEWFS-33,WEB,<4,NA,21-Nov-16,JUNCUS,effusus,2012,NA,NA,NA
Juncus effusus,JUNCACEAE,JUEF,19-Aug-16,NEWFS-360,360,NEWFS,NA,"Heilmann, K., Rogers, J.",US,59,Northeastern Coastal Zone (Omernik),Massachusetts,Bristol,"Rattle Snake Brook Dam, Freetown",Marsh off of Narrows Road,From Boston take 93S to 24S. take exit 9 for MA-79N. Turn right onto S. Main St. Park in pull off at intersection with Narrows Road. Walk to bridge on Narrows Road. Population on both sides of the road.,"41∞46' 55"" N","71∞05' 11"" W",41.78194,-71.08638,GPS,NAD83,6,FT,Town of Freetown,Lythrum salicaria:Carex lurida:Carex annectens:Phragmites australis:Schoenoplectus pungens:Toxicodendron radicans,Flooded,brackish marsh,0,NA,Brackish marsh,conservation,"sandstone, graywacke (shale)",Clay,155 plants sampled,500,<2,P,NA,NA,::,"2:19 AUG 2016:Smithsonian, NEWFS",NA,NA,NA,NA,1,NEWFS-34,ACH,<3,7.5YR 2.5/1 black,3-Apr-19,JUNCUS,effusus,2016,NA,NA,NA
Myrica gale,MYRICACEAE,MYGA,8-Nov-17,NEWFS-886,886,NEWFS,NA,"Cecil, A.; Piantedosi, M.",US,84,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,"156 Gorham Rd., Harwich Port",NA,"From Boston take 93S to MA3. Then take US-6E to MA-124S. Turn right onto Pleasant Lake Ave. Turn left onto Gorham Rd. Park and then walk down the path to the marsh on the left. Population is along the margin of the stream, meadow, and forested trail.","41∞40' 24.57"" N","70∞03' 20.54"" W",41.67349,-70.0557,GPS,WGS84,5,FT,Chorey family,Carex lurida:Spiraea alba:Rhexia virginica:Carex stricta:Glyceria canadensis:Glyceria canadensis:Glyceria canadensis,Mowed:Flooded,Streamside/wet meadow,NA,NA,Streamside/wet meadow,Residential/private recreation,"Granite, gneiss, schist",Clay,189 plants sampled,300+,2,P,"˚Aromatic shrub, seeds in cones; plant matter leaves yellow residue on the fingers˚",NA,M. Piantedosi - NEWFS:In Field:08 NOV 2017,1:08 NOV 2017:Smithsonian,NA,NA,NA,NA,1,255,WEB,4-Mar,"7.5 YR 2.5/1 ""black""",15-Dec-17,MYRICA,gale,2017,NA,NA,NA
Schizachyrium scoparium,POACEAE,SCSC,2-Nov-17,NEWFS-865,865,NEWFS,NA,"Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),New Hampshire,Rockingham,Mast Road Natural Area,Old Piggery Trail,Get off of 101 W at exit 8 to Exeter Rd. Turn left. Take a right on Mast Rd and continue to parking lot. Population at end of trail.,"43∞02' 12.0"" N","71∞02' 30.7"" W",43.03666,-71.04186,GPS,NAD83,134,FT,Southeastern Land Trust of New Hampshire,Tsuga canadensis:Gaultheria procumbens:Solidago rugosa,Trampled:Excavated,Disturbed trail,NA,NA,Disturbed trail,Conservation/recreation,"Granite, granofels, migmatite","Clay, Silt, Sand",96 plants sampled,100+,2,P,"˚soft, tufted seeds scrape/blow easily off inflorescence ˚",NA,M. Piantedosi - NEWFS:In Field:02 NOV 2017,2:02 NOV 2017:Smithsonian :New England Wild Flower Society,NA,NA,NA,NA,1,234,WEB,2-Jan,"10 YR 2/1 ""black""",15-Dec-17,SCHIZACHYRIUM,scoparium,2017,NA,NA,NA
Clethra alnifolia,CLETHRACEAE,CLAL3,17-Nov-17,NEWFS-921,921,NEWFS,NA,"Cecil, A.; Estevez, C.; Kang, K.",US,59,Northeastern Coastal Zone (Omernik),Connecticut,New London,Pachaug State Forest,Hell Hollow Pond,"Take 14A west, exit onto 49 south; turn right onto Hell Hollow Rd (closed Dec-March), pond should be on your north side","41∞34' 55.2"" N","71∞51' 36.7"" W",41.582,-71.86019,GPS,NAD83,317,FT,CT DEEP,Juncus canadensis:Chamaedaphne calyculata:Kalmia angustifolia,Flooded,wetland,NA,NA,wetland,conservation/recreation,mylonite,"Clay, Silt, Sand",53 plants sampled,100+,1,P,"Dehiscent round capsules on long characteristic spike with long peduncles and often with a persistent style; leaves gently serrated, simple; flower scent said to be reminiscent of cough syrup",NA,M. Piantedosi - NEWFS:In Field:17 NOV 2017,1:17 NOV 2017:Smithsonian,NA,NA,NA,NA,1,290,WEB,6-Feb,NA,19-Dec-17,CLETHRA,alnifolia,2017,NA,NA,NA
Hudsonia tomentosa,CISTACEAE,HUTO,21-Jun-17,NCBG-713,713,NCBG,NA,"Dakar, J. Faucette, A., Healy, C.",US,63,Middle Atlantic Coastal Plains (Omernik),Virginia,Accomack,Chincoteague National Wildlife Refuge,Northernmost beach,"From wildlife loop parking area, take service road northeast approx. 8 miles. Population is northeast of north wash flats among dunes.","38∞00 28.2"" N","75∞15' 37.9"" W",38.00783,-75.26052,GPS,NAD83,4,FT,US Fish and Wildlife Service,Morella pensylvanica:Toxicodendron radicans:Morella cerifera:Panicum amarum:Diospyros virginiana:Cakile edentula:Schizachyrium scoparium:Schizachyrium littorale,NA,Dune,0-40,NA,Dune dwarf shrubland,Conservation/recreation,Mixed thermic typic Psammaquents,Sand,150 plants sampled,5000+,1,P,NA,NA,A. Faucette-NCBG:In Field:21 JUN 2017,"2:21 JUN 2017:NCU, US",NA,NA,NA,NA,1,ALF-600,WEB,0.5,10 YR 4/2,22-Aug-17,HUDSONIA,tomentosa,2017,NA,NA,NA
Vaccinium myrtilloides,ERICACEAE,VAMY,16-Aug-16,NEWFS-356,356,NEWFS,NA,"Rogers, J., Karlsson, C., Heilmann, K.",US,58,Northeastern Highlands (Omernik),New Hampshire,Hillsborough,Wapack NWR,Wapack trail up to Cliff Trail and Carolyn's Trail,Ref. NEWFS-355,"42∞53' 34.43"" N","71∞51' 58.84"" W",42.89289,-71.86634,GPS,NAD83,2217,FT,USFWS,Acer rubrum:Quercus rubra:Fagus grandifolia:Pinus strobus:Mitchella repens:Vaccinium angustifolium:Vaccinium corymbosum,Trampled,acidic heath pine forest,0,NA,acidic heath-pine forest,recreation,"silurian schist, quartzite, calc-sulcate, granofels",Silt,400 plants sampled,2000+,10,P,NA,NA,::,1:16 AUG 2016:Smithsonian,NA,NA,NA,NA,1,NEWFS-30,WEB,<3,NA,21-Nov-16,VACCINIUM,myrtilloides,2016,NA,NA,NA
