Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR
'SOS-WY050-184,POPE23-SOS-WY050-184-FREMONT-18,0.0061,1905882,0.0237,POPE23,Combleaf cinquefoil,Potentilla,pectinisecta,,,,,Potentilla pectinisecta,ROSACEAE,POPE23,26-Jul-18,WY050-184,184,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 South for 8.8 miles, then continue straight onto WY-28W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles then turn left onto Atlantic City Rd for 1.5 miles, then turn left on Fort Stambaugh Loop Rd #2324 for 3 miles. Turn left on gravel road and park at graveyard and walk into the enclosure on the north side of the cemetery. Population is found in grassy field near stream.","42°31' 57.169"" N","108°40' 47.529"" W",42.53254,-108.67986,GPS,NAD83,"8,220",FT,BLM,Pinus flexilis:Salix sp.:Artemisia tridentata ssp. wyomingensis:Mertensia oblongifolia:Lomatium simplex var. simplex:Achillea millefolium:Antennaria microphylla:Antennaria microphylla,Grazed,Riparian Basin,2,"NE, E",Drainage Next to Sagebrush Community,"Grazing, Recreation",White River Formation,Other : Loam,907 plants sampled,"3,500",2,P,Yellow flowers with five petals and five sepals. Keyed out in Dorne to Potentilla gracillis var. elmeri. Still needs Herbarium specimen.,,E. Freeland- BLM:In Field:26 JUL 2018,::Needs Vouchers,,,31-Jul-18,,2,Cross 26,WEB,1,10YR 2/2 Wet,26-Sep-18,POTENTILLA,pectinisecta,2018
'SOS-WY050-185,VINU2-SOS-WY050-185-FREMONT-18,0.0504,130720,0.3469,VINU2,Nuttall's violet,Viola,nuttallii,,,,,Viola nuttallii,VIOLACEAE,VINU2,26-Jun-18,WY050-185,185,WY050,,"Cross, R., Freeland, E., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,Lander BLM Field Office,Miner's Delight,"From Lander, take 287 S for 8.8 miles, then continue straight on WY-28 W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles, then another left onto Atlantic City Rd for 1.5 miles. Take a left on Fort Stambaugh Loop Rd #2324 for 3 miles, and Miner's Delight will be on a gravel road to your left with a sign. Park by cemetery and walk to enclosure. Plants are found throughout enclosure under sagebrush.","42°31' 59.448"" N","108°40' 48.309"" W",42.53318,-108.68008,GPS,NAD83,8240,FT,BLM,Artemisia tridentata ssp. vaseyana:Lupinus argenteus:Ipomopsis aggregata ssp. aggregata:Lomatium simplex var. simplex:Senecio integerrimus,Grazed,Riparian area/ Grassy Slope,10-Mar,"N, NE, E, SE, S, SW, W, NW",Mixed Mountain Sagebrush Community,Grazed/Recreation,White River Formation,Other : Clay Loam,1537 plants sampled,>10000,3,P,"Small, yellow flowers. Seed pods found in/on ground near basal leaves. *common name in USDA Plants Database is Nuttall's Violet.",,E. Freeland - BLM :From pressed specimen on another date:24 AUG 2018,"3:19 JUN 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,29-Jun-18,"07/02/18, 07/06/18, 07/18/18",2,Cross 23,WEB,0.1,10 YR 3/2 Wet,4-Oct-18,VIOLA,nuttallii,2018
'SOS-WY050-186,PODOT-SOS-WY050-186-FREMONT-18,0.0557,210000,0.2159,PODOT,sandyseed clammyweed,Polanisia,dodecandra,spp.,dodecandra,,,Polanisia dodecandra ssp. trachysperma,CAPPARACEAE,PODOT,27-Jul-18,WY050-186,186,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Birdseye Pass Rd.,"From Shoshoni take a left onto Hwy 20W/Idaho St., traveling north for 9 miles. Then turn right onto Birdseye Pass Rd. Continue .9 miles along gravel road. Population is found on or near anthills on either sides of the road","43°22' 8.79"" N","108°5' 55.471"" W",43.3691,-108.09874,GPS,NAD83,"4,990",FT,BLM,Artemisia tridentata ssp. wyomingensis:Chrysothamnus viscidiflorus:Achnatherum hymenoides:Bouteloua gracilis:Machaeranthera grindelioides:Sphaeralcea coccinea:Machaeranthera tanacetifolia,,Rocky Basin Flat,0-5,"N, NE, E, SE, S, SW, W, NW",Mixed Bunch Grass Community,"Recreation, Grazing","Gravel, Pediment, and fan deposits",Other : Sandy Loam,521 plants sampled,"2,000",4,P,"Only found on or near anthills with small white, slightly pink flowers.",,E. Freeland- BLM:From pressed specimen on another date:24 AUG 2018,"3:30 JUL 2018:Smithsonian, Rocky Mountain Herbarium, Lander Field Office.",,,30-Jul-18,8/2/2018,2,Tevlin 27,WEB,0.7,10YR 4/4 Wet,25-Sep-18,POLANISIA,dodecandra,2018
'SOS-WY050-187,SIME-SOS-WY050-187-FREMONT-18,0.0081,1542857,0.0293,SIME,Menzies' campion,Silene,menziesii,,,,,Silene menziesii,CARYOPHYLLACEAE,SIME,31-Jul-18,WY050-187,187,WY050,,"Cross, R., Freeland, E., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Near Miner's Delight,"From Lander, take 287 South for 8.8 miles, then continue straight on WY-28W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles. Then turn left on Atlantic City Rd. for 1.5 miles. Then turn left onto Fort Stambaugh Loop Rd #2324 for about 4 miles, then take two-track on left (about .5 miles after Miner's Delight). Continue on right fork for about .5 miles, then plants are found about .25 miles downhill from road in Aspen-sagebrush boundary.","42°31' 33.537"" N","108°39' 16.437"" W",42.52598,-108.65456,GPS,NAD83,"8,040",FT,BLM,Pinus flexilis:Pinus contorta:Populus tremuloides:Artemisia tridentata ssp. wyomingensis:Elymus elymoides:Eriogonum umbellatum:Achillea millefolium:Lupinus sp.,,Rolling Hills,15,NE,Open Aspen Conifer Woodland,Recreation,"Bighorn Dolomite, Gallatin Limestone, GrosVentre formation, and Flathead Sandstone",Other : Clay Loam,800 plants sampled,"5,000",2,P,Needs Herbarium Specimen,,E. Freeland- BLM:In Field:31 JUL 2018,::Need Vouchers,,,6-Aug-18,,2,Cross 29,WEB,0.2,10YR 2/2 Wet,4-Oct-18,SILENE,menziesii,2018
'SOS-WY050-188,MAGRG-SOS-WY050-188-FREMONT-18,0.0124,436482,0.1039,MAGRG,rayless tansyaster,Machaeranthera,grindelioides,,,var.,grindelioides,Machaeranthera grindelioides var. grindelioides,ASTERACEAE,MAGRG,24-Jul-18,WY050-188,188,WY050,,"Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Birdseye Pass Rd,"From Shoshoni, take a left onto Highway 20 W/Idaho St, traveling North for 9 mi. Then, turn right onto Birdseye Pass Rd. Continue 1.3 mi. on gravel rd. Population is on either side of gravel rd.","43°22' 28.667"" N","108°5' 36.166"" W",43.37462,-108.09337,GPS,NAD83,5050,FT,BLM,Aristida purpurea:Bouteloua gracilis:Sphaeralcea coccinea:Astragalus oreganus:Polanisia dodecandra ssp. trachysperma:Opuntia polyacantha:Machaeranthera tanacetifolia,Grazed,Basin Flat,1,"N, NE, E, SE, S, SW, W, NW",Sparse Grassland,Grazing,"Gravel, Pediment, and Fan Deposits",Other : Sandy Loam,400 plants sampled,>10000,3,P,Yellow flowers with toothed/serrate leaves,,E. Freeland - BLM :In Field:24 JUL 2018,"3:24 JUL 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,27-Jul-18,,2,Tevlin 26,WEB,0.7,10 YR 4/4 Wet,26-Sep-18,MACHAERANTHERA,grindelioides,2018
'SOS-WY050-189,LOSIS-SOS-WY050-189-FREMONT-18,0.183,81700,0.5551,LOSIS,Great Basin desertparsley,Lomatium,simplex,,,var.,simplex,Lomatium simplex var. simplex,APIACEAE,LOSIS,29-Jun-18,WY050-189,189,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 S for 8.8 mi. then continue straight onto WY-28 W for 17.4 mi. Turn left on Dickinson Ave for 1.5 mi., then turn left on Atlantic City Road. After 1.5 mi, turn left on Fort Stambaugh Loop Rd #2324 for 3 mi. Miner's Delight will be on left with a sign. Park near cemetery; plants are found on north-facing slopes around cemetery and in enclosure","42°31' 58.61"" N","108°40' 38.91"" W",42.53294,-108.67747,GPS,NAD83,8200,FT,BLM,Artemisia tridentata ssp. vaseyana:Artemisia nova:Artemisia nova:Artemisia nova:Pascopyrum smithii:Poa secunda:Phlox multiflora:Mertensia oblongifolia:Pascopyrum smithii:Poa secunda:Phlox multiflora:Mertensia oblongifolia,Grazed,Grassy Slope,10,"N, NE, E, SE, S, SW, W, NW",Mixed Mountain Sagebrush Community,Grazing,White River Formation,Other : Sandy Clay Loam,2772 plants sampled,>10000,3,P,Yellow flower. *This keys out to Lomatium triternatum var. platycarpum which USDA Plants Database gives as an accepted synonym of L. simplex var. simplex,,E. Freeland - BLM :From pressed specimen on another date:24 AUG 2018,"3:05 JUN 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,11-Jul-18,"07/12/18, 07/13/18, 07/26/18",2,Tevlin 22,WEB,0.8,10 YR 3/2 Wet,2-Oct-18,LOMATIUM,simplex,2018
'SOS-WY050-192,ACMI2-SOS-WY050-192-FREMONT-18,0.0044,4361538,0.0103,ACMI2,common yarrow (western yarrow),Achillea,millefolium,,,,,Achillea millefolium,ASTERACEAE,ACMI2,13-Aug-18,WY050-192,192,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 South for 8.8 miles, then continue straight on WY-28W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles then take another left on Atlantic City Rd. After 1.5 miles turn left on Fort Stambaugh Loop Rd #2324 for 3 miles. Miner's Delight will be on the left; take the gravel road and park by the graveyard. Plants are found near stream in enclosure","42°31' 57.321"" N","108°40' 47.368"" W",42.53258,-108.67982,GPS,NAD83,"8,220",FT,BLM,Pinus flexilis:Populus tremuloides:Artemisia tridentata ssp. wyomingensis:Mertensia oblongifolia:Lomatium simplex var. simplex:Perideridia gairdneri ssp. borealis:Antennaria microphylla,,Riparian Basin,2,"N, NE, E",Drainage Next to Sagebrush Community,"Grazing, Recreation",White River Formation,Other : Loam,759 plants sampled,"3,000",2,P,White flowers in umbels with feathery linear leaves.,,E. Freeland-BLM:From pressed specimen on another date:24 AUG 2018,"3:25 JUL 2018:Smithsonian, Rocky Mountain Herbarium, Lander Field Office.",,,16-Aug-18,,2,Cross 24,WEB,1,10YR 2/2 Wet,2-Oct-18,ACHILLEA,millefolium,2018
'SOS-WY050-193,PEGAB-SOS-WY050-193-FREMONT-18,0.026,449109,0.1009,PEGAB,common yampah,Perideridia,gairdneri,spp.,borealis,,,Perideridia gairdneri ssp. borealis,APIACEAE,PEGAB,13-Aug-18,WY050-193,193,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 South for 8.8 miles then continue straight on WY-28W for 17.4 miles. Turn left on Dickinson Ave for 1.5 miles then take another left on Atlantic City Rd. After 1 mile, turn left on Fort Stambaugh Loop Rd #2324 for 3 miles. Take gravel road on left with Miner's Delight sign. Park by graveyard and walk .25 miles north into fenced area. Plants are found in drainage basin near stream.","42°31' 58.818"" N","108°40' 41.241"" W",42.533,-108.67812,GPS,NAD83,"8,210",FT,BLM,Pinus flexilis:Populus tremuloides:Artemisia tridentata ssp. wyomingensis:Viola nuttallii:Mertensia oblongifolia:Lomatium simplex var. simplex:Achillea millefolium:Antennaria microphylla,Grazed,Drainage,0-2,"N, NE, E",Riparian Community in Aspen Stand and Adjacent Uplands,"Recreation, Grazing",White River Formation,Other : Clay Loam,"1,305","10,000",10,P,White flowers in umbels. Keyed out to Perideridia montana in Dorne.,,E. Freeland- BLM:From pressed specimen on another date:24 AUG 2018,"3:13 JUL 2018:Smithsonian, Rocky Mountain Herbarium, Lander Field Office.",,,16-Aug-18,,2,Cross 25,WEB,0.8,10YR 3/2 Wet,26-Sep-18,PERIDERIDIA,gairdneri,2018
'SOS-WY050-194,PERA2-SOS-WY050-194-FREMONT-18,0.0045,2765853,0.0163,PERA2,Matroot penstemon,Penstemon,radicosus,,,,,Penstemon radicosus,SCROPHULARIACEAE,PERA2,25-Jul-18,WY050-194,194,WY050,,"Cross, R., Tevlin, D.",US,17E,Middle Rockies (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Miner's Delight,"From Lander, take 287 S for 8.8 mi., then continue straight on WY-28 W for 17.4 mi. Turn left on Dickinson Ave for 1.5 mi. then turn left on Atlantic City Road for 1.5 mi. Turn left on Fort Stambaugh Loop Road #2324 for about 3 mi., then take gravel road on left with Miner's Delight sign. Take the left fork of the road past the graveyard. The plants are about a half mile west of the cemetery on the north-facing slope near where the road meets the gate.","42°31' 54.187"" N","108°40' 50.932"" W",42.53171,-108.68081,GPS,NAD83,8270,FT,BLM,Artemisia tridentata ssp. vaseyana:Poa secunda:Lupinus argenteus:Allium cernuum:Senecio integerrimus:Geum triflorum:Mertensia oblongifolia:Castilleja sp.,Grazed,Grassy Foothills,25-30,"N, W, NW",Mixed Mountain Sagebrush Community,Recreation,White River Formation,Other : Clay Loam,207 plants sampled,500,1.5,P,small/med blue flowers with long corolla tubes,,E. Freeland - BLM :From pressed specimen on another date:24 AUG 2018,"3:19 JUN 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,26-Jul-18,,2,Cross 21,WEB,0.5,10 YR 2/1 Wet,2-Oct-18,PENSTEMON,radicosus,2018
'SOS-WY050-195,SYSP-SOS-WY050-195-FREMONT-18,0.0055,1814400,0.0249,SYSP,western mountain aster,Symphyotrichum,spathulatum,,,,,Symphyotrichum spathulatum,COMPOSITAE,SYSP,17-Sep-18,WY050-195,195,WY050,,"Cross, R.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Green Mountain,"From Jeffrey City, go East on Highway 287 for 6 miles, turn right onto Green Mountain Road, and continue south for 6 miles. Take the left fork to stay on Green Mountain Road and continue for 3.7 miles. Park at the Cottonwood Campground. Plants are found along stream banks.","42°21' 53.397"" N","107°41' 2.864"" W",42.36483,-107.68412,GPS,NAD83,7670,FT,BLM,Populus tremuloides:Pinus contorta:Achillea millefolium:Perideridia montana:Perideridia gairdneri ssp. borealis:Perideridia montana:Perideridia gairdneri ssp. borealis,,Alpine Riparian Zone,0-15,"N, NE, E, SE, S, SW, W, NW",Grassy Streambank,Recreation,Battle Spring Formation,Other : Clay Loam,481,2500,1.5,P,Longer oblong to oblanceolate leaves. Could potentially key out to Eurybia glauca or Symphyotrichum foliaceum as well; need to identify flowering specimens û*Needs Vouchers*,,E. Freeland- BLM:From pressed specimen on another date:02 OCT 2018,::Needs Flowering Vouchers,,,,,,Tevlin 31,WEB,2,10 YR 2/1 Wet,9-Oct-18,SYMPHYOTRICHUM,spathulatum,2018
'SOS-WY050-196,GRSQQ-SOS-WY050-196-FREMONT-18,0.0243,495196,0.0915,GRSQQ,curlycup gumweed,Grindelia,squarrosa,,,var.,quasiperennis,Grindelia squarrosa var. quasiperennis,ASTERACEAE,GRSQQ,5-Sep-18,WY050-196,196,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Big Pasture Allotment,"From Lander, take Highway 287 S for 39 miles, turning left onto WY-135 N Sand Draw Highway and continue for about 7 air miles. Then, turn right onto Cedar Rim Road and continue along gravel road for 7 miles, then take the middle-right fork to continue on Cedar Rim Road. After 3 miles, take the two-track on the right for 2.5 miles, and park at fence. Population grows along river banks.","42°43' 28.798"" N","108°1' 17.467"" W",42.72466,-108.02151,GPS,NAD83,6850,FT,BLM,Carex nebrascensis:Carex douglasii:Juncus longistylis var. longistylis:Achnatherum hymenoides:Mentha arvensis:Gentiana affinis,,Grassy Riparian Zone,0,"N, NE, E, SE, S, SW, W, NW",Mixed Grassland,Riparian Allotment,White River Formation,Other : Sandy Clay,400 plants sampled,2500,3,P,Yellow flower with sticky perianth,,E. Freeland- BLM:From pressed specimen on another date:02 OCT 2018,"3:30 AUG 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,20-Sep-18,,,Cross 34,WEB,0.7,10 YR 3/2 Wet,9-Oct-18,GRINDELIA,squarrosa,2018
'SOS-WY050-197,CANE2-SOS-WY050-197-FREMONT-18,0.0321,461914,0.0981,CANE2,Nebraska sedge,Carex,nebrascensis,,,,,Carex nebrascensis,CYPERACEAE,CANE2,30-Aug-18,WY050-197,197,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM-Lander Field Office,Big Pasture Allotment,"From Lander take 287 South for 39 miles, turning left onto WY-135N Sand Draw Hwy and continue for about 7 air miles. Then turn right onto Cedar Rim Rd and continue on gravel road for 7 miles. Take middle right fork for 3 miles then take two track on right for 2.5 miles. Park at fence, population is found along river banks.","42°43' 31.03"" N","108°1' 22.105"" W",42.72528,-108.0228,GPS,NAD83,"6,850",FT,BLM,Carex douglasii:Juncus longistylis var. longistylis:Deschampsia caespitosa:Mentha arvensis:Gentiana affinis:Grindelia squarrosa,,Grassy Riparian zone,0,"N, NE, E, SE, S, SW, W, NW",Wet Meadow,Recreation,White River Formation,Other : Sandy Clay,"1,673","3,000",3,P,Tall sedge with seeds in a rectangular inflorescence.,,E. Freeland- BLM:From pressed specimen on another date:29 AUG 2018,"3:15 AUG 2018:Smithsonian, Rocky Mountain Herbarium, Lander Field Office.",,,5-Sep-18,9/20/2018,2,Cross 32,WEB,2,10YR 3/2 Wet,27-Sep-18,CAREX,nebrascensis,2018
'SOS-WY050-198,JULOL-SOS-WY050-198-FREMONT-18,0.0002,42000000,0.001,JULOL,longstyle rush,Juncus,longistylis,,,var.,longistylis,Juncus longistylis var. longistylis,JUNCACEAE,JULOL,15-Aug-18,WY050-198,198,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander BLM Field Office,Big Pasture Allotment,"From Lander, take 287 S for 39 miles, turning left onto WY-135N Sand Draw Highway and continue for about 7 air miles. Then, turn right onto Cedar Rim Rd and continue along gravel road. After 7 miles, take the middle right fork to continue on Cedar Rim Rd. After 3 miles, take the two-track on right for 2.5 miles. Park at fence, population occurs along riverbanks.","42°43' 28.609"" N","108°1' 19.035"" W",42.72461,-108.02195,GPS,NAD83,6850,FT,BLM,Carex douglasii:Carex nebrascensis:Deschampsia caespitosa:Mentha arvensis:Gentiana affinis:Grindelia squarrosa,,Grassy Riparian Zone,0,"N, NE, E, SE, S, SW, W, NW",Wet Meadow,Recreation,White River Formation,Other : Sandy Clay,1208 plants sampled,>10000,3,P,Florescence in head-like umbels. Very tiny seeds,,E. Freeland - BLM :From pressed specimen on another date:29 AUG 2018,3:15 AUG 2018:Smithsonian ûRocky Mountain ûLander Field Office,,,20-Aug-18,"08/30/18, 09/05/18",2,Cross 31,WEB,1,10 YR 3/2 Wet,26-Sep-18,JUNCUS,longistylis,2018
'SOS-WY050-199,CADO2-SOS-WY050-199-FREMONT-18,0.0308,423925,0.1069,CADO2,Douglas' sedge,Carex,douglasii,,,,,Carex douglasii,CYPERACEAE,CADO2,15-Aug-18,WY050-199,199,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,Lander BLM Field Office,Big Pasture Allotment,"From Lander, take 287 S for 39 miles, turning left onto WY-135 N Sand Draw Highway and continue for 7 air miles. Turn right onto Cedar Rim Rd and continue on gravel road. After 7 miles, take the middle right fork to continue on Cedar Rim Rd. After 3 miles, take the two-track on right for 2.5 miles. Park at fence, population found along riverbanks.","42°43' 28.29"" N","108°1' 19.379"" W",42.72452,-108.02204,GPS,NAD83,6850,FT,BLM,Carex nebrascensis:Juncus longistylis var. longistylis:Deschampsia caespitosa:Mentha arvensis:Gentiana affinis:Grindelia squarrosa,,Grassy Riparian Zone,0,"N, NE, E, SE, S, SW, W, NW",Dry to Moist Meadow,Recreation/ Pasture exclosure,White River Formation,Other : Sandy Clay,1437 plants sampled,>10000,3,P,Smaller sedge w/ spikelets or spike-like umbels,,E. Freeland - BLM:From pressed specimen on another date:29 AUG 2018,"3:15 AUG 2018:Smithsonian, Rocky Mountain, Lander Field Office",,,20-Aug-18,9/5/2018,2,Cross 30,WEB,0.5,10 YR 3/2 Wet,24-Sep-18,CAREX,douglasii,2018
'SOS-WY050-200,CLLIL2-SOS-WY050-200-FREMONT-18,0.0482,277261,0.1635,CLLIL2,western white clematis,Clematis,ligusticifolia,,,var.,ligusticifolia,Clematis ligusticifolia var. ligusticifolia,RANUNCULACEAE,CLLIL2,19-Sep-18,WY050-200,200,WY050,,"Cross, R., Tevlin, D.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Birdseye Pass Rd.,"From Shoshoni, take a left on Highway 20W/Idaho St, traveling North for 9 mi. Turn right on Birdseye Pass Rd and continue for 2.9 mi. Population will be on either sides of road in drainage","43°23' 39.253"" N","108°5' 15.101"" W",43.39423,-108.08752,GPS,NAD83,5400,FT,BLM,Populus sp.:Rhus trilobata:Juniperus scopulorum:Artemisia tridentata:Ericameria nauseosa,,Canyon,30,"N, S",Brushy Canyon Bottoms,Recreation,"Madison Limestone, Darby Formation, Bighorn Dolomite, Gallatin limestone, Gros Ventre Formation, and Flathead Sandstone",Other : Sandy Loam,71,300,3.5,P,"Vine with white flowers and clumps of seeds with white, hair-like tendrils growing on surrounding vegetation",,E. Freeland - BLM :From pressed specimen on day of collection:24 JUL 2018,"3:24 JUL 2018:Rocky Mountain, Smithsonian, Lander Field Office",,,,,2,Tevlin 29,WEB,7,10 YR 4/4 Wet,26-Sep-18,CLEMATIS,ligusticifolia,2018
'SOS-WY050-201,GLMA-SOS-WY050-201-FREMONT-18,0.0065,1731297,0.0261,GLMA,Sea milkwort,Glaux,maritima,,,,,Glaux maritima,PRIMULACEAE,GLMA,25-Sep-18,WY050-201,201,WY050,,"Cross, R., Tevlin, D., Freeland, E.",US,18E,Wyoming Basin (Omernik),Wyoming,Fremont,BLM- Lander Field Office,Ice Slough,"From Lander, take 287 S for 48.4 miles. About 9.2 miles after you pass WY-135 Sand Draw Highway on your left, you'll turn right onto a two-track with an Ice Slough sign. Plants are found throughout drainage in alkaline soil.","42°31' 0.53"" N","108°0 48.458"" W",42.51681,-108.01346,GPS,NAD83,6418,FT,BLM,Juncus balticus:Carex sp.:Hordeum brachyantherum:Potentilla anserina,Grazed,Alkaline Swail,0-2,"N, NE, E, SE, S, SW, W, NW",Alkaline Meadow,Recreation; historical,Miocene Rocks,Other : Clay Loam,900 plants sampled,20000,5,P,Tiny pinkish-white flowers with little to no corolla or pedicelû*Still Needs Vouchers*,,E. Freeland- BLM :In Field:25 SEP 2018,::Needs Vouchers,,,26-Sep-18,"09/27/2018, 10/01/2018",,Cross 35,WEB,0.2,10 YR 3/2 Wet,9-Oct-18,GLAUX,maritima,2018
